category,date_end,date_peak,date_start,duration,duration_extreme,duration_moderate,duration_severe,duration_strong,index_end,index_peak,index_start,intensity_cumulative,intensity_cumulative_abs,intensity_cumulative_relThresh,intensity_max,intensity_max_abs,intensity_max_relThresh,intensity_mean,intensity_mean_abs,intensity_mean_relThresh,intensity_var,intensity_var_abs,intensity_var_relThresh,n_events,rate_decline,rate_onset,time_end,time_peak,time_start
Moderate,1984-07-14,1984-07-10,1984-06-02,43,0,37,0,0,925,921,883,74.35569992870744,1007.0399774909018,13.058709385534517,2.2413187093445615,23.4299994762987,0.7578064346746309,1.7292023239234289,23.419534360253532,0.3036909159426632,0.3758786140004779,0.42499768400113047,0.3569252030052942,52,0.1870331820315639,0.027017406586808547,724471,724467,724429
Moderate,1984-10-08,1984-10-06,1984-10-04,5,0,5,0,0,1011,1009,1007,5.80113556748185,104.6699976604431,0.9339999791233886,1.2864249245919162,21.0599995292723,0.3141290252367135,1.16022711349637,20.93399953208862,0.1867999958246777,0.11391757995326475,0.11146299585335102,0.11389371427170927,52,0.1531221862157679,0.1454202402402288,724557,724555,724553
Moderate,1984-11-17,1984-10-23,1984-10-19,30,0,24,0,0,1051,1026,1022,36.96808146286629,640.0299856942147,6.28516114983838,1.831348932673233,21.7199995145202,0.856258045377313,1.2322693820955428,21.334332856473825,0.20950537166127933,0.29983438448355304,0.35699376725419224,0.30777858940556935,52,0.036508816876154794,0.1616936681968476,724597,724572,724568
Moderate,1985-07-20,1985-07-17,1985-07-14,7,0,7,0,0,1296,1293,1290,12.491952977692371,159.42999643646183,2.600774135416554,2.2081613298315332,23.1999994814396,0.7943225628906809,1.7845647110989102,22.775713776637406,0.3715391622023648,0.2747884843160374,0.2807569879311753,0.2754058655086437,52,0.23437432033799763,0.2803541849968911,724842,724839,724836
Moderate,1987-10-05,1987-10-04,1987-10-01,5,0,5,0,0,2103,2102,2099,5.386156460077533,104.18999767117211,0.4958709566584467,1.1158348635333013,20.8799995332956,0.14122580329494028,1.0772312920155067,20.83799953423442,0.09917419133168934,0.025258073947540465,0.026381811326838218,0.02543161265390937,52,0.06799786571551299,0.09833402936189119,725649,725648,725645
Moderate,1988-06-12,1988-06-11,1988-06-07,6,0,6,0,0,2354,2353,2349,9.383581057478292,141.98999682627618,1.241999972239146,1.6906193525964568,23.7399994693696,0.3209677347612434,1.563930176246382,23.66499947104603,0.206999995373191,0.12430337934911162,0.08301606084717408,0.11254040838664298,52,0.17914007715942284,0.08986373803108055,725900,725899,725895
Moderate,1988-07-02,1988-06-28,1988-06-27,6,0,6,0,0,2374,2370,2369,10.557898102233445,139.5299968812614,1.661741898341031,1.9938335997958347,23.5299994740635,0.5226451496082873,1.7596496837055742,23.254999480210234,0.2769569830568385,0.1487839361552215,0.19128947966599713,0.16097539827825047,52,0.13791660187205088,0.2630693978345171,725920,725916,725915
Moderate,1988-11-02,1988-10-25,1988-10-23,11,0,11,0,0,2497,2489,2487,13.649757981583182,233.28999478556207,2.5521934913410966,1.554869777740393,21.4699995201081,0.5692257937284282,1.2408870892348347,21.208181344142005,0.2320175901219179,0.18055536207121634,0.16397439465908856,0.19238402043172617,52,0.05814616625826767,0.26304807018902066,726043,726035,726033
Moderate,1989-02-15,1989-02-03,1989-01-31,16,0,14,0,0,2602,2590,2587,31.573851600321163,395.45999116078025,8.596709485267866,2.7458046129355296,25.3599994331598,1.3134193254814548,1.9733657250200727,24.716249447548766,0.5372943428292416,0.44046833787740086,0.3900941305599506,0.4420636597019056,52,0.09871888164665364,0.4206979632007979,726148,726136,726133
Moderate,1989-05-12,1989-05-06,1989-05-04,9,0,9,0,0,2688,2682,2680,16.775703881676378,224.89999497309321,4.339290225589899,2.1852314449801113,25.3599994331598,0.7933548209767878,1.863967097964042,24.98888833034369,0.4821433583988777,0.31490290768293683,0.3546968718766225,0.3090284211378302,52,0.12411404544544578,0.5300593501001771,726234,726228,726226
